V1_V1_mean,V1_percentile,focals_with_one_potential_trio,focals_with_more_than_one_potential_trio
2.02665249110973,0.00909090909090909,0,0
2.02665249110973,0.0181818181818182,0,0
2.02665249110973,0.0272727272727273,0.0454545454545455,0
2.02665249110973,0.0363636363636364,0.0909090909090909,0
2.02665249110973,0.0454545454545455,0.136363636363636,0
2.02665249110973,0.0545454545454545,0.181818181818182,0
2.02665249110973,0.0636363636363636,0.227272727272727,0
2.02665249110973,0.0727272727272727,0.227272727272727,0
2.02665249110973,0.0818181818181818,0.227272727272727,0
2.02665249110973,0.0909090909090909,0.227272727272727,0
2.02665249110973,0.1,0.181818181818182,0.0454545454545455
2.02665249110973,0.109090909090909,0.181818181818182,0.0454545454545455
2.02665249110973,0.118181818181818,0.136363636363636,0.0909090909090909
2.02665249110973,0.127272727272727,0.181818181818182,0.0909090909090909
2.02665249110973,0.136363636363636,0.181818181818182,0.0909090909090909
2.02665249110973,0.145454545454545,0.136363636363636,0.136363636363636
2.02665249110973,0.154545454545455,0.136363636363636,0.136363636363636
2.02665249110973,0.163636363636364,0.136363636363636,0.136363636363636
2.02665249110973,0.172727272727273,0.136363636363636,0.136363636363636
2.02665249110973,0.181818181818182,0.181818181818182,0.136363636363636
2.02665249110973,0.190909090909091,0.136363636363636,0.181818181818182
2.02665249110973,0.2,0.0909090909090909,0.227272727272727
2.02665249110973,0.209090909090909,0.0909090909090909,0.227272727272727
2.02665249110973,0.218181818181818,0.0909090909090909,0.227272727272727
2.02665249110973,0.227272727272727,0.0909090909090909,0.227272727272727
2.02665249110973,0.236363636363636,0.0909090909090909,0.227272727272727
2.02665249110973,0.245454545454545,0.0909090909090909,0.227272727272727
2.02665249110973,0.254545454545455,0.0454545454545455,0.272727272727273
2.02665249110973,0.263636363636364,0.0454545454545455,0.272727272727273
2.02665249110973,0.272727272727273,0.0454545454545455,0.272727272727273
2.02665249110973,0.281818181818182,0.0454545454545455,0.272727272727273
2.02665249110973,0.290909090909091,0.0454545454545455,0.272727272727273
2.02665249110973,0.3,0.0454545454545455,0.272727272727273
2.02665249110973,0.309090909090909,0.0454545454545455,0.272727272727273
2.02665249110973,0.318181818181818,0.0454545454545455,0.272727272727273
2.02665249110973,0.327272727272727,0.0909090909090909,0.272727272727273
2.02665249110973,0.336363636363636,0.0909090909090909,0.272727272727273
2.02665249110973,0.345454545454545,0.0909090909090909,0.272727272727273
2.02665249110973,0.354545454545455,0.0909090909090909,0.272727272727273
2.02665249110973,0.363636363636364,0.0909090909090909,0.272727272727273
2.02665249110973,0.372727272727273,0.0909090909090909,0.272727272727273
2.02665249110973,0.381818181818182,0.0909090909090909,0.272727272727273
2.02665249110973,0.390909090909091,0.0909090909090909,0.272727272727273
2.02665249110973,0.4,0.0909090909090909,0.272727272727273
2.02665249110973,0.409090909090909,0.0909090909090909,0.272727272727273
2.02665249110973,0.418181818181818,0.136363636363636,0.272727272727273
2.02665249110973,0.427272727272727,0.0909090909090909,0.318181818181818
2.02665249110973,0.436363636363636,0.0909090909090909,0.318181818181818
2.02665249110973,0.445454545454545,0.0909090909090909,0.318181818181818
2.02665249110973,0.454545454545455,0.0909090909090909,0.318181818181818
2.02665249110973,0.463636363636364,0.0909090909090909,0.318181818181818
2.02665249110973,0.472727272727273,0.0909090909090909,0.318181818181818
2.02665249110973,0.481818181818182,0.0909090909090909,0.318181818181818
2.02665249110973,0.490909090909091,0.0909090909090909,0.318181818181818
2.02665249110973,0.5,0.0454545454545455,0.363636363636364
2.02665249110973,0.509090909090909,0.0454545454545455,0.363636363636364
2.02665249110973,0.518181818181818,0.0454545454545455,0.363636363636364
2.02665249110973,0.527272727272727,0.0454545454545455,0.363636363636364
2.02665249110973,0.536363636363636,0.0454545454545455,0.363636363636364
2.02665249110973,0.545454545454545,0.0454545454545455,0.363636363636364
2.02665249110973,0.554545454545455,0.0454545454545455,0.363636363636364
2.02665249110973,0.563636363636364,0.0454545454545455,0.363636363636364
2.02665249110973,0.572727272727273,0.0454545454545455,0.363636363636364
2.02665249110973,0.581818181818182,0.0454545454545455,0.363636363636364
2.02665249110973,0.590909090909091,0.0454545454545455,0.363636363636364
2.02665249110973,0.6,0.0454545454545455,0.363636363636364
2.02665249110973,0.609090909090909,0.0454545454545455,0.363636363636364
2.02665249110973,0.618181818181818,0.0454545454545455,0.363636363636364
2.02665249110973,0.627272727272727,0.0454545454545455,0.363636363636364
